,toi,toipfx,pl_tranmid,pl_trandurh,pl_orbper,pl_trandep,pl_rade,st_teff,st_logg,st_rad,ra,dec,st_pmra,st_pmdec,pl_tranmiderr1,pl_tranmiderr2,pl_orbpererr1,pl_orbpererr2,pl_radeerr1,pl_radeerr2,st_tefferr1,st_tefferr2,st_loggerr1,st_loggerr2,st_raderr1,st_raderr2,st_pmraerr1,st_pmraerr2,st_pmdecerr1,st_pmdecerr2
82,EPIC 201546136.01,EPIC 201546136,2456810.595,2.4,1.9668579,32.2,1.51,5063.0,,0.77,169.1468835,1.2284084,-38.2927,-19.4225,,,,,,,,,,,,,0.0562944,-0.0562944,0.047263,-0.047263
83,EPIC 201546136.01,EPIC 201546136,2456810.5937,2.712,1.96712,36.1,1.73,,,0.826,169.1468835,1.2284084,-38.2927,-19.4225,0.0037,-0.0036,0.00017,-0.00017,0.36,-1.94,,,,,0.074,-0.033,0.0562944,-0.0562944,0.047263,-0.047263
84,EPIC 201555883.01,EPIC 201555883,,,,,,4419.0,,0.52,176.0758509,1.3759629,-16.3181,-2.19788,,,,,,,29.0,-33.0,,,0.08,-0.01,0.084992,-0.084992,0.0469137,-0.0469137
85,EPIC 201556134.01,EPIC 201556134,2456822.0,3.88,12.726743,57.9,1.91,4767.0,,0.73,177.9249905,1.3796544,-25.6644,2.7393,,,,,,,,,,,,,0.0671757,-0.0671757,0.0405085,-0.0405085
86,EPIC 201561956.01,EPIC 201561956,2456814.5,2.64,13.2359,46.9,2.09,,,0.924,177.2334424,1.4654037,-0.789568,-25.6881,0.012,-0.011,0.003,-0.0031,0.23,-0.48,,,,,0.033,-0.05,0.0605059,-0.0605059,0.0399667,-0.0399667
87,EPIC 201563164.01,EPIC 201563164,2456810.308,1.07,0.18746328,1320.0,217.0,46696.0,,17.27,177.1399358,1.483155,-43.7095,-4.10176,,,,,,,,,,,,,0.242434,-0.242434,0.133578,-0.133578
88,EPIC 201565013.01,EPIC 201565013,2456811.428,1.89,8.6382631,2430.0,8.53,3720.0,,0.5,176.9920988,1.5102769,-21.7589,1.17243,,,,,,,,,,,,,0.192806,-0.192806,0.10675,-0.10675
89,EPIC 201565013.01,EPIC 201565013,2456811.42754,1.53192,8.63829,,6.81,3960.0,4.844,0.438,176.9920988,1.5102769,-21.7589,1.17243,0.00089,-0.00089,0.00017,-0.00017,0.76,-0.76,48.0,-48.0,0.05,-0.05,0.042,-0.042,0.192806,-0.192806,0.10675,-0.10675
90,EPIC 201565013.01,EPIC 201565013,2456811.4284,,8.6381,,15.99,3987.0,,0.5,176.9920988,1.5102769,-21.7589,1.17243,0.0016,-0.0016,0.00024,-0.00024,9.19,-9.19,142.0,-68.0,,,0.12,-0.03,0.192806,-0.192806,0.10675,-0.10675
91,EPIC 201565013.01,EPIC 201565013,2456811.42828,2.0472,8.63795,2738.0,15.1,,,0.438,176.9920988,1.5102769,-21.7589,1.17243,0.00066,-0.00066,0.00013,-0.00013,4.7,-7.3,,,,,0.044,-0.04,0.192806,-0.192806,0.10675,-0.10675
92,EPIC 201569483.01,EPIC 201569483,2456813.313,2.57,5.7968861,9430.0,24.2,4721.0,,0.72,167.1711994,1.5774487,-16.4155,-9.24433,,,,,,,,,,,,,0.0685408,-0.0685408,0.0522279,-0.0522279
93,EPIC 201569483.01,EPIC 201569483,2456813.3135,,5.79687,,27.81,5192.0,,0.79,167.1711994,1.5774487,-16.4155,-9.24433,0.0004,-0.0004,0.0,0.0,3.56,-3.56,55.0,-70.0,,,0.06,-0.05,0.0685408,-0.0685408,0.0522279,-0.0522279
94,EPIC 201577017.01,EPIC 201577017,2456810.33598,2.0472,0.4775252,1525.5,20.1,,,0.522,174.6740618,1.690222,-6.2901,-13.8192,0.00021,-0.00021,2.2e-06,-2.1e-06,3.4,-4.5,,,,,0.039,-0.049,2.17689,-2.17689,2.17644,-2.17644
95,EPIC 201577112.01,EPIC 201577112,2456826.004,2.54,22.197992,1520.0,5.34,3508.0,,0.4,177.7087476,1.6919004,-60.2098,17.9005,,,,,,,,,,,,,0.16913,-0.16913,0.0912649,-0.0912649
96,EPIC 201577112.01,EPIC 201577112,2456826.0074,2.784,44.394,1517.0,4.07,,,0.318,177.7087476,1.6919004,-60.2098,17.9005,0.0017,-0.0018,0.0024,-0.0024,1.02,-0.98,,,,,0.077,-0.07,0.16913,-0.16913,0.0912649,-0.0912649
97,EPIC 201588420.01,EPIC 201588420,2456813.4812,1.2888,3.29163,39.4,1.17,,,0.567,170.9344032,1.8638671,-11.3676,-19.9712,0.002,-0.002,0.00015,-0.00015,0.1,-0.24,,,,,0.019,-0.031,0.047311,-0.047311,0.0329072,-0.0329072
98,EPIC 201588420.01,EPIC 201588420,2456813.49,0.96,3.2908998,40.599999999999994,1.57,4671.0,,0.72,170.9344032,1.8638671,-11.3676,-19.9712,,,,,,,,,,,,,0.047311,-0.047311,0.0329072,-0.0329072
99,EPIC 201595106 b,EPIC 201595106,2457608.48962,,0.877214,,1.3,5820.0,4.6,0.93,183.7203635,1.9681688,6.09669,-24.2468,0.0014,-0.0012,6e-05,-6e-05,0.1,-0.1,20.0,-20.0,0.1,-0.1,0.06,-0.06,0.092196,-0.092196,0.0544632,-0.0544632
100,EPIC 201595106 b,EPIC 201595106,2457583.04429,,0.87724,,1.565,5679.0,4.435,0.98,183.7203635,1.9681688,6.09669,-24.2468,0.00157,-0.00157,4e-05,-4e-05,0.079,-0.079,60.0,-39.0,0.035,-0.035,0.025,-0.025,0.092196,-0.092196,0.0544632,-0.0544632
101,EPIC 201595106 b,EPIC 201595106,2457583.0513,1.0008,0.87703,25.0,1.2,5711.17,4.45381,0.990833,183.7203635,1.9681688,6.09669,-24.2468,0.005,-0.0048,0.00011,-0.00013,0.11,-0.1,129.09,-85.29,0.074926,-0.069805,0.04382,-0.048447,0.092196,-0.092196,0.0544632,-0.0544632
102,EPIC 201595106 b,EPIC 201595106,2457583.04538,,0.877183,,1.40575209,5705.0,4.48,0.932487,183.7203635,1.9681688,6.09669,-24.2468,0.002704,-0.00264,5.7e-05,-5.7e-05,0.20796795,-0.125875,50.0,-50.0,0.1,-0.1,0.06374,-0.037849,0.092196,-0.092196,0.0544632,-0.0544632
103,EPIC 201596733.01,EPIC 201596733,2456812.108,1.63,2.8964139,289.0,2.45,3547.0,,0.42,170.6789065,1.993208,-45.0843,-14.7519,,,,,,,,,,,,,0.0911555,-0.0911555,0.0616653,-0.0616653
104,EPIC 201596733.01,EPIC 201596733,2456815.00486,1.874,2.89607106,383.0,,3565.0,4.71635,0.524138,170.6789065,1.993208,-45.0843,-14.7519,,,,,,,157.0,-157.0,0.009031,-0.009031,0.015688,-0.015688,0.0911555,-0.0911555,0.0616653,-0.0616653
105,EPIC 201596733.01,EPIC 201596733,2456812.10578,1.5984,2.896528,327.40000000000003,1.45,,,0.242,170.6789065,1.993208,-45.0843,-14.7519,0.00095,-0.00105,6.1e-05,-6e-05,0.29,-0.29,,,,,0.045,-0.036,0.0911555,-0.0911555,0.0616653,-0.0616653
106,EPIC 201606542.01,EPIC 201606542,2456810.638,0.72,0.44433632,13.4,1.01,5208.0,,0.8,170.3118083,2.1443791,-17.1498,-8.99703,,,,,,,,,,,,,0.0794453,-0.0794453,0.0520957,-0.0520957
107,EPIC 201606542.01,EPIC 201606542,2456817.74445,,0.444372,,1.22,5540.0,4.81,0.82,170.3118083,2.1443791,-17.1498,-8.99703,0.001,-0.00109,4.2e-05,-4.2e-05,0.23,-0.23,,,,,0.05,-0.05,0.0794453,-0.0794453,0.0520957,-0.0520957
108,EPIC 201615463 c,K2-166,2457621.2227,,3.80464,,1.22,,,,185.1880932,2.2823788,-47.365,-14.8821,0.0051,-0.0053,0.00091,-0.00105,0.21,-0.17,,,,,,,0.0810184,-0.0810184,0.0568361,-0.0568361
109,EPIC 201617985.01,EPIC 201617985,2456812.6366,,7.28161,,1.78,3742.0,,0.49,179.4915118,2.321497,-34.6085,5.52725,0.0047,-0.0047,0.00078,-0.00078,0.43,-0.43,31.0,-36.0,,,0.03,-0.03,0.0693878,-0.0693878,0.0362626,-0.0362626
110,EPIC 201617985.01,EPIC 201617985,2456812.641,,7.28116,,1.79,3726.0,4.70134,0.541438,179.4915118,2.321497,-34.6085,5.52725,0.004,-0.004,0.00055,-0.00058,0.2,-0.18,157.0,-157.0,0.009428,-0.009428,0.016101,-0.016101,0.0693878,-0.0693878,0.0362626,-0.0362626
111,EPIC 201617985.01,EPIC 201617985,2456812.6405,1.872,7.28076,129.3,2.6,,,0.399,179.4915118,2.321497,-34.6085,5.52725,0.002,-0.002,0.00034,-0.00038,1.2,-1.8,,,,,0.043,-0.008,0.0693878,-0.0693878,0.0362626,-0.0362626
112,EPIC 201617985.01,EPIC 201617985,2456812.6399,1.32,7.28138,,17.0,3784.0,4.883,0.399,179.4915118,2.321497,-34.6085,5.52725,0.0028,-0.0028,0.00044,-0.00044,14.0,-14.0,58.0,-58.0,0.05,-0.05,0.018,-0.018,0.0693878,-0.0693878,0.0362626,-0.0362626
113,EPIC 201617985.01,EPIC 201617985,2456812.64,1.31,7.28131,116.0,1.9,3748.0,,0.51,179.4915118,2.321497,-34.6085,5.52725,,,,,,,,,,,,,0.0693878,-0.0693878,0.0362626,-0.0362626
114,EPIC 201619647.01,EPIC 201619647,2456813.6033,2.208,4.58328,152.0,2.21,,,0.545,167.4476762,2.3473081,-16.4937,-21.4836,0.0039,-0.0041,0.00034,-0.00033,0.27,-0.38,,,,,0.054,-0.056,0.0733823,-0.0733823,0.0550621,-0.0550621
115,EPIC 201619647.02,EPIC 201619647,2456810.8473,1.608,1.65336,68.6,1.51,,,0.545,167.4476762,2.3473081,-16.4937,-21.4836,0.0031,-0.0034,0.00012,-0.00011,0.2,-0.36,,,,,0.054,-0.056,0.0733823,-0.0733823,0.0550621,-0.0550621
116,EPIC 201626686.01,EPIC 201626686,2456812.3539,3.26904,5.28081,,10.9,6227.0,3.676,3.01,169.4469645,2.4560803,-30.6735,13.5204,0.0011,-0.0011,0.00014,-0.00014,1.2,-1.2,50.0,-50.0,0.07,-0.07,0.29,-0.29,0.0766845,-0.0766845,0.0636595,-0.0636595
117,EPIC 201626686.01,EPIC 201626686,2456817.633963,3.552,5.28130579,74.0,,6161.41,3.65337,2.66957,169.4469645,2.4560803,-30.6735,13.5204,,,,,,,128.99,-73.69,0.082452,-0.075335,0.123682,-0.167846,0.0766845,-0.0766845,0.0636595,-0.0636595
118,EPIC 201631267.01,EPIC 201631267,2456829.674,,440.0,,16.3,4600.0,,0.85,173.6964045,2.5270664,-22.791,0.125909,0.001,-0.001,160.0,-120.0,6.8,-5.3,200.0,-200.0,,,0.08,-0.08,0.0961176,-0.0961176,0.0686944,-0.0686944
119,EPIC 201635132.01,EPIC 201635132,2456826.985,,30.0,,22.8,3400.0,,0.89,170.1327528,2.58692,-50.3466,-18.3711,0.001,-0.001,70.0,-20.0,9.3,-8.5,200.0,-200.0,,,0.36,-0.36,0.102985,-0.102985,0.071029,-0.071029
120,EPIC 201635132.02,EPIC 201635132,2456826.98524,5.16,,3177.0,24.9,,,0.6009,170.1327528,2.58692,-50.3466,-18.3711,0.00037,-0.00037,,,7.5,-9.8,,,,,0.0627,-0.0072,0.102985,-0.102985,0.071029,-0.071029
121,EPIC 201639576.01,EPIC 201639576,2457910.083781,3.0,7.655533,,2.328,5114.0,4.687,0.751,166.0603718,2.6557881,12.735,-13.5006,0.002989,-0.003536,0.000682,-0.000589,0.196,-0.185,138.0,-138.0,0.15,-0.15,0.055,-0.05,0.06056,-0.06056,0.0513269,-0.0513269
122,EPIC 201649426.01,EPIC 201649426,2456821.348,3.14,27.770388,10600.0,25.1,4598.0,,0.71,177.2343917,2.8075643,27.2596,-12.5112,,,,,,,,,,,,,0.0515475,-0.0515475,0.0302951,-0.0302951
123,EPIC 201649426.01,EPIC 201649426,2456821.3482,,27.77045,,32.79,5086.0,,8.15,177.2343917,2.8075643,27.2596,-12.5112,0.0012,-0.0012,8e-05,-8e-05,9.01,-9.01,24.0,-26.0,,,0.32,-0.23,0.0515475,-0.0515475,0.0302951,-0.0302951
124,EPIC 201650711.01,EPIC 201650711,2456885.22582,,0.259669,,0.77,4340.0,4.25,0.69,172.0443891,2.8267296,102.72,-55.04,0.00126,-0.00117,4.1e-05,-4.1e-05,0.14,-0.14,,,,,0.05,-0.05,2.0,-2.0,2.0,-2.0
125,EPIC 201650711.01,EPIC 201650711,2456810.441,0.5,0.25967056,13.2,0.742,3982.0,,0.59,172.0443891,2.8267296,102.72,-55.04,,,,,,,,,,,,,2.0,-2.0,2.0,-2.0
126,EPIC 201650711.02,EPIC 201650711,2456814.8943,2.088,5.54583,15.2,0.441,,,0.34,172.0443891,2.8267296,102.72,-55.04,0.0047,-0.0044,0.00067,-0.00069,0.068,-0.106,,,,,0.041,-0.047,2.0,-2.0,2.0,-2.0
127,EPIC 201654498.01,EPIC 201654498,2456816.961,3.72,18.4502,85.0,2.52,,,0.717,171.517647,2.8867875,-47.0155,-11.531,0.0081,-0.009,0.005,-0.0053,0.58,-2.54,,,,,0.055,-0.029,0.0677915,-0.0677915,0.0463793,-0.0463793
128,EPIC 201663879.02,K2-319,2457911.974,,35.621,45.0,1.89,5440.0,4.512,0.898,166.8010058,3.0399357,-2.85775,-22.7378,,,0.003,-0.002,0.14,-0.13,115.0,-115.0,0.055,-0.055,0.013,-0.013,0.073956,-0.073956,0.0548555,-0.0548555
129,EPIC 201666578.01,EPIC 201666578,2456813.1326,1.704,4.1333,112.0,1.2,,,0.312,177.1019945,3.0853526,-55.3222,-10.2455,0.0044,-0.0046,0.00047,-0.00044,0.31,-1.32,,,,,0.058,-0.059,0.114138,-0.114138,0.0618711,-0.0618711
130,EPIC 201683540.01,EPIC 201683540,2456812.176,1.33,1.9611469,727.0,5.93,4166.0,,0.64,169.21486,3.3638919,-19.7017,7.91455,,,,,,,,,,,,,0.0793761,-0.0793761,0.0608629,-0.0608629
131,EPIC 201683540.01,EPIC 201683540,2459526.447465,1.632367,1.96133691104,923.50385,15.86577929,4427.0,4.22028,1.06738,169.21486,3.3638919,-19.7017,7.91455,0.00394442,-0.00394442,0.0002374453,-0.0002374453,38.364887,-38.364887,122.0,-122.0,,,,,0.0793761,-0.0793761,0.0608629,-0.0608629
132,EPIC 201702477.01,EPIC 201702477,2456811.5691,2.6496,40.7302,,7.8,5840.0,4.44,0.98,175.2407614,3.6815406,-5.47852,-6.49615,0.0028,-0.0028,0.004,-0.004,1.4,-1.4,270.0,-270.0,0.12,-0.12,0.17,-0.17,0.0615422,-0.0615422,0.0426694,-0.0426694
133,EPIC 201702477.01,EPIC 201702477,2456811.5455,,40.7362,,7.28,5618.0,,0.85,175.2407614,3.6815406,-5.47852,-6.49615,0.0025,-0.0025,0.00266,-0.00266,1.1,-1.1,86.0,-85.0,,,0.11,-0.08,0.0615422,-0.0615422,0.0426694,-0.0426694
134,EPIC 201705526.01,EPIC 201705526,2456831.496598,4.521,18.10220826,780.0,,6141.1,3.88145,2.04778,172.3857482,3.7319788,-11.3858,-28.7712,,,,,,,135.9,-151.73,0.081919,-0.09956,0.114633,-0.107508,0.0900728,-0.0900728,0.059802,-0.059802
135,EPIC 201717159.01,EPIC 201717159,2456810.836,0.97,0.60408352,96.3,2.26,4331.0,,0.67,178.4363057,3.9322038,-44.8473,-3.09988,,,,,,,,,,,,,0.135415,-0.135415,0.073286,-0.073286
136,EPIC 201717274.01,EPIC 201717274,2456809.9086,1.3296,3.52743,,1.11,3624.0,5.014,0.257,173.8276491,3.9340165,-79.7301,-28.3112,0.0042,-0.0042,0.00031,-0.00031,0.34,-0.34,191.0,-191.0,0.088,-0.088,0.07,-0.07,0.117249,-0.117249,0.0727763,-0.0727763
137,EPIC 201717274.01,EPIC 201717274,2456813.4405,1.68,3.52725,199.0,1.21,,,0.257,173.8276491,3.9340165,-79.7301,-28.3112,0.0033,-0.0033,0.0003,-0.0003,0.34,-0.52,,,,,0.067,-0.073,0.117249,-0.117249,0.0727763,-0.0727763
138,EPIC 201717274.01,EPIC 201717274,2456809.915,,3.52674,,1.32,3413.0,4.87298,0.350987,173.8276491,3.9340165,-79.7301,-28.3112,0.004,-0.004,0.0003,-0.00032,0.26,-0.25,157.0,-157.0,0.000458,-0.000458,0.010957,-0.010957,0.117249,-0.117249,0.0727763,-0.0727763
139,EPIC 201717274.01,EPIC 201717274,2456813.441,1.57,3.5269024,167.0,2.98,4332.0,,0.67,173.8276491,3.9340165,-79.7301,-28.3112,,,,,,,,,,,,,0.117249,-0.117249,0.0727763,-0.0727763
140,EPIC 201720401.01,EPIC 201720401,2456816.314,,6340.0,,12.8,4800.0,,0.88,179.1664861,3.9864368,-2.7149,-1.56889,0.002,-0.002,2230.0,-1530.0,1.1,-1.1,200.0,-200.0,,,0.09,-0.09,0.0752846,-0.0752846,0.0455214,-0.0455214
141,EPIC 201729655.01,EPIC 201729655,2457914.019989,3.6,9.321691,,17.325,5089.0,4.712,0.678,166.2565337,4.1450789,,,0.009362,-0.009082,0.00155,-0.001455,3.668,-2.679,239.0,-239.0,0.153,-0.153,0.136,-0.098,,,,
142,EPIC 201732557.01,EPIC 201732557,2456814.0819,3.072,6.662,94.60000000000001,1.59,,,0.483,168.9116543,4.1931655,-39.5294,-29.8831,0.007,-0.0065,0.0012,-0.0011,0.37,-0.93,,,,,0.094,-0.116,0.0967799,-0.0967799,0.07761,-0.07761
143,EPIC 201754305 d,K2-16,2456850.4963,,2.71578,,1.03,,,,175.0972238,4.5574311,-6.3773,21.6459,0.0029,-0.0029,0.00031,-0.00031,0.085,-0.086,,,,,,,0.0561987,-0.0561987,0.0384584,-0.0384584
144,EPIC 201757695.02,EPIC 201757695,2456811.637,,2.0478,,0.90819,4520.0,4.659,0.655,173.9385102,4.6164303,-3.17074,-5.97496,0.0008,-0.0007,0.0001,-0.0001,0.05861,-0.06401,108.0,-54.0,0.035,-0.025,0.041,-0.045,2.17821,-2.17821,2.17819,-2.17819
145,EPIC 201775904.01,EPIC 201775904,2456835.54205,4.8072,,1397.2,35.0,,,1.266,168.0081427,4.9320303,10.4072,4.19333,0.00021,-0.00022,,,11.0,-13.0,,,,,0.202,-0.016,0.0790963,-0.0790963,0.0590423,-0.0590423
146,EPIC 201779067.01,EPIC 201779067,2456820.230977,6.748,27.27048734,3413.0,,5990.87,3.66162,2.564,168.5427766,4.9881156,22.3055,0.782957,,,,,,,151.33,-140.75,0.089502,-0.082592,0.182111,-0.121357,0.0848044,-0.0848044,0.0587275,-0.0587275
147,EPIC 201779067.01,EPIC 201779067,2456820.25998,6.5664,27.242808,3713.7,93.0,,,2.54,168.5427766,4.9881156,22.3055,0.782957,0.00011,-0.0001,7.1e-05,-7.4e-05,19.0,-48.0,,,,,0.12,-0.15,0.0848044,-0.0848044,0.0587275,-0.0587275
148,EPIC 201779067.01,EPIC 201779067,2456820.2601,,27.24273,,31.73,6166.0,,0.92,168.5427766,4.9881156,22.3055,0.782957,0.0003,-0.0003,0.00012,-0.00012,5.25,-5.25,30.0,-51.0,,,0.2,-0.07,0.0848044,-0.0848044,0.0587275,-0.0587275
149,EPIC 201779067.01,EPIC 201779067,2456820.26,6.56,27.242912,3700.0,18.8,5547.0,,0.9,168.5427766,4.9881156,22.3055,0.782957,,,,,,,,,,,,,0.0848044,-0.0848044,0.0587275,-0.0587275
150,EPIC 201785059.01,EPIC 201785059,2456811.5947,1.2312,1.395336,66.5,0.76,,,0.28,170.6976906,5.0951726,5.70515,-41.5782,0.0018,-0.0017,5.2e-05,-5.6e-05,0.15,-0.24,,,,,0.053,-0.08,0.101188,-0.101188,0.0788651,-0.0788651
151,EPIC 201785059.01,EPIC 201785059,2456814.384286,1.18,1.39533316,54.0,,3433.0,4.80422,0.424658,170.6976906,5.0951726,5.70515,-41.5782,,,,,,,157.0,-157.0,0.004865,-0.004865,0.012668,-0.012668,0.101188,-0.101188,0.0788651,-0.0788651
152,EPIC 201785059.01,EPIC 201785059,2456811.598,1.15,1.3951513,61.6,0.879,3390.0,,0.32,170.6976906,5.0951726,5.70515,-41.5782,,,,,,,,,,,,,0.101188,-0.101188,0.0788651,-0.0788651
153,EPIC 201793642.01,EPIC 201793642,2456817.0854,2.28,15.3791,256.0,1.89,,,0.336,174.031648,5.2521219,-44.5327,22.7553,0.0043,-0.004,0.0018,-0.0019,0.53,-1.74,,,,,0.077,-0.06,0.104281,-0.104281,0.0869047,-0.0869047
154,EPIC 201828749.01,EPIC 201828749,2456813.1582,5.2896,33.5107,,2.14,5683.0,4.5,0.896,175.6541539,5.8942286,-38.0114,-12.4634,0.0033,-0.0033,0.0023,-0.0023,0.16,-0.16,101.0,-101.0,0.05,-0.05,0.051,-0.051,0.0840845,-0.0840845,0.0529088,-0.0529088
155,EPIC 201828749.01,EPIC 201828749,2456813.1504,,33.51569,,3.83,5552.0,,0.71,175.6541539,5.8942286,-38.0114,-12.4634,0.0034,-0.0034,0.00232,-0.00232,3.25,-3.25,87.0,-97.0,,,9.64,-0.06,0.0840845,-0.0840845,0.0529088,-0.0529088
156,EPIC 201828749.01,EPIC 201828749,2456813.152,5.352,33.5116,73.2,2.89,,,0.875,175.6541539,5.8942286,-38.0114,-12.4634,0.0019,-0.0018,0.0015,-0.0016,0.41,-0.38,,,,,0.083,-0.067,0.0840845,-0.0840845,0.0529088,-0.0529088
157,EPIC 201828749.01,EPIC 201828749,2456813.15438,,33.513607,,2.47313225,5628.0,4.57,0.857642,175.6541539,5.8942286,-38.0114,-12.4634,0.003316,-0.003102,0.002761,-0.002778,0.34471763,-0.16726551,50.0,-50.0,0.1,-0.1,0.045198,-0.031706,0.0840845,-0.0840845,0.0529088,-0.0529088
158,EPIC 201828749.01,EPIC 201828749,2456813.152,4.81,33.515399,82.19999999999999,2.03,4222.0,,0.65,175.6541539,5.8942286,-38.0114,-12.4634,,,,,,,,,,,,,0.0840845,-0.0840845,0.0529088,-0.0529088
159,EPIC 201833600 c,K2-50,2456852.6552,,3.96151,,1.0,,,,169.483654,5.988289,8.74731,-24.1765,0.0025,-0.0025,0.00046,-0.00051,0.12,-0.11,,,,,,,0.0927039,-0.0927039,0.13882,-0.13882
160,EPIC 201833600 c,K2-50,2456813.0387,2.16,3.96165,48.5,1.48,,,0.634,169.483654,5.988289,8.74731,-24.1765,0.0037,-0.0038,0.00035,-0.00034,0.14,-0.21,,,,,0.039,-0.045,0.0927039,-0.0927039,0.13882,-0.13882
161,EPIC 201837434.01,EPIC 201837434,2456814.3554,2.808,6.97251,91.6,2.01,,,0.6252,168.5709572,6.0608498,-1.82299,-26.4283,0.0065,-0.0051,0.0008,-0.00093,0.21,-0.78,,,,,0.0061,-0.0203,0.063107,-0.063107,0.062422,-0.062422
162,EPIC 201841433 b,EPIC 201841433,2456811.6359,,4.1698,,1.04,5053.0,4.595,0.628461,175.206752,6.1348146,-3.95843,-6.89063,0.0011,-0.0012,0.0001,-0.0001,0.037,-0.032,103.0,-166.0,0.05,-2.86,0.04342,-0.024858,0.0658651,-0.0658651,0.0438883,-0.0438883
163,EPIC 201841433 b,EPIC 201841433,2456853.33,,4.16959,,1.1,,,,175.206752,6.1348146,-3.95843,-6.89063,0.0037,-0.0033,0.00051,-0.00053,0.14,-0.12,,,,,,,0.0658651,-0.0658651,0.0438883,-0.0438883
164,EPIC 201841433 b,EPIC 201841433,2456811.6338,2.4,4.16888,44.699999999999996,1.41,,,0.628,175.206752,6.1348146,-3.95843,-6.89063,0.0062,-0.0056,0.0005,-0.00056,0.15,-0.34,,,,,0.025,-0.043,0.0658651,-0.0658651,0.0438883,-0.0438883
165,EPIC 201841433.01,EPIC 201841433,2456819.8344,2.76,12.3389,102.1,2.11,,,0.628,175.206752,6.1348146,-3.95843,-6.89063,0.0054,-0.0045,0.0016,-0.0017,0.23,-0.61,,,,,0.025,-0.043,0.0658651,-0.0658651,0.0438883,-0.0438883
166,EPIC 201841433.01,EPIC 201841433,2456819.824,2.84,12.339133,107.0,2.59,4751.0,,0.73,175.206752,6.1348146,-3.95843,-6.89063,,,,,,,,,,,,,0.0658651,-0.0658651,0.0438883,-0.0438883
167,EPIC 201846824.01,EPIC 201846824,2456810.6167,1.44,2.89465,55.1,1.75,,,0.702,176.8902497,6.2407166,-34.8784,-15.8301,0.0054,-0.0055,0.00036,-0.00034,0.24,-0.46,,,,,0.059,-0.049,0.0774858,-0.0774858,0.052103,-0.052103
168,EPIC 201856786.01,EPIC 201856786,2456812.6581,2.112,3.83794,31.5,1.51,,,0.809,177.987935,6.4404496,74.67,-60.87,0.0042,-0.0042,0.00041,-0.00039,0.33,-0.27,,,,,0.162,-0.042,2.0,-2.0,2.0,-2.0
169,EPIC 201856786.02,EPIC 201856786,2456810.7424,2.568,5.24086,29.2,1.46,,,0.809,177.987935,6.4404496,74.67,-60.87,0.0172,-0.0096,0.00094,-0.00147,0.32,-0.25,,,,,0.162,-0.042,2.0,-2.0,2.0,-2.0
170,EPIC 201892470.01,EPIC 201892470,2456889.11,,2790.0,,12.2,5100.0,,0.93,170.9969231,7.1649482,-55.1007,-1.70044,0.005,-0.005,1270.0,-970.0,7.3,-6.3,200.0,-200.0,,,0.09,-0.09,0.0929097,-0.0929097,0.0905156,-0.0905156
171,EPIC 201896171.01,EPIC 201896171,2456819.0428,2.88,8.91058,59.2,2.8,,,1.028,176.6671476,7.2433545,-22.4456,18.1816,0.0038,-0.0039,0.00088,-0.00087,0.76,-2.26,,,,,0.222,-0.033,0.0573157,-0.0573157,0.0322307,-0.0322307
172,EPIC 201920032.01,EPIC 201920032,2456833.2041,4.2504,28.2692,,3.35,5631.0,4.2,1.29,174.1067018,7.7529977,-45.4422,-23.9172,0.0063,-0.0063,0.0046,-0.0046,0.43,-0.43,67.0,-67.0,0.074,-0.074,0.12,-0.12,0.074138,-0.074138,0.0525393,-0.0525393
173,EPIC 201920032.01,EPIC 201920032,2456833.202,4.3,28.270642,81.3,2.79,5545.0,,0.9,174.1067018,7.7529977,-45.4422,-23.9172,,,,,,,,,,,,,0.074138,-0.074138,0.0525393,-0.0525393
174,EPIC 201920032.01,EPIC 201920032,2456833.2111,4.224,28.2671,75.7,2.94,,,1.028,174.1067018,7.7529977,-45.4422,-23.9172,0.0026,-0.0026,0.002,-0.0021,0.78,-0.34,,,,,0.266,-0.03,0.074138,-0.074138,0.0525393,-0.0525393
175,EPIC 201920032.01,EPIC 201920032,2456833.2014,,28.271761,,2.7100633,5548.0,4.42,0.933556,174.1067018,7.7529977,-45.4422,-23.9172,0.004755,-0.005757,0.003716,-0.003761,0.53208743,-0.24146932,50.0,-50.0,0.1,-0.1,0.089645,-0.046908,0.074138,-0.074138,0.0525393,-0.0525393
176,EPIC 201920032.01,EPIC 201920032,2456833.2058,4.104,28.2717,,,5564.0,4.40705,1.02594,174.1067018,7.7529977,-45.4422,-23.9172,0.0051,-0.0059,0.0141,-0.0139,,,95.12,-123.61,0.073193,-0.075664,0.058864,-0.044131,0.074138,-0.074138,0.0525393,-0.0525393
177,EPIC 201920032.02,EPIC 201920032,2456811.3374,1.2,4.73172,24.5,1.7,,,1.028,174.1067018,7.7529977,-45.4422,-23.9172,0.0032,-0.0034,0.00035,-0.00037,0.47,-0.32,,,,,0.266,-0.03,0.074138,-0.074138,0.0525393,-0.0525393
178,EPIC 201923289.01,EPIC 201923289,2456810.3858,1.416,0.782022,26.700000000000003,1.58,,,0.94,174.9206066,7.8258194,18.2164,-12.7551,0.0027,-0.0024,4.1e-05,-4.3e-05,0.24,-0.32,,,,,0.113,-0.021,0.0543181,-0.0543181,0.0347194,-0.0347194
